processo_numero;processo_ocorrencia 
8044475218;Não há Ocorrência para essa Solicitação
8044473018;Deslizamentos de Barreiras
8044471718;Não há Ocorrência para essa Solicitação
8044469218;Deslizamentos de Barreiras
8044468016;Imoveis com Danos/Risco
8044467018;Imoveis com Danos/Risco
8044467018;Deslizamentos de Barreiras
8044464018;Muro com Danos
8044462818;Não há Ocorrência para essa Solicitação
8044459718;Imoveis com Danos/Risco
8044459718;Deslizamentos de Barreiras
8044457620;Não há Ocorrência para essa Solicitação
8044456818;Imoveis com Danos/Risco
8044454518;Não há Ocorrência para essa Solicitação
8044452218;Não há Ocorrência para essa Solicitação
8044450018;Não há Ocorrência para essa Solicitação
8044450018;Deslizamentos de Barreiras
8044449320;Arvores em Risco
8044448518;Deslizamentos de Barreiras
8044448518;Não há Ocorrência para essa Solicitação
8044447020;Não há Ocorrência para essa Solicitação
8044446616;Não há Ocorrência para essa Solicitação
8044446218;Não há Ocorrência para essa Solicitação
8044444018;Não há Ocorrência para essa Solicitação
8044443520;Não há Ocorrência para essa Solicitação
8044443517;Imoveis com Danos/Risco
8044442718;Deslizamentos de Barreiras
8044442718;Imoveis com Danos/Risco
8044441919;Não há Ocorrência para essa Solicitação
8044439618;Não há Ocorrência para essa Solicitação
8044437318;Arvores em Risco
8044435018;Não há Ocorrência para essa Solicitação
8044433818;Deslizamentos de Barreiras
8044429018;Imoveis com Danos/Risco
8044427020;Não há Ocorrência para essa Solicitação
8044426118;Imoveis com Danos/Risco
8044426118;Deslizamentos de Barreiras
8044424020;Deslizamentos de Barreiras
8044424020;Muro com Danos
8044423218;Não há Ocorrência para essa Solicitação
8044419518;Deslizamentos de Barreiras
8044416820;Não há Ocorrência para essa Solicitação
8044416618;Não há Ocorrência para essa Solicitação
8044414520;Não há Ocorrência para essa Solicitação
8044414318;Arvores em Risco
8044412018;Não há Ocorrência para essa Solicitação
8044412018;Deslizamentos de Barreiras
8044409120;Não há Ocorrência para essa Solicitação
8044404818;Não há Ocorrência para essa Solicitação
8044404818;Imoveis com Danos/Risco
8044404020;Imoveis com Danos/Risco
8044398818;Não há Ocorrência para essa Solicitação
8044398020;Não há Ocorrência para essa Solicitação
8044397516;Não há Ocorrência para essa Solicitação
8044397516;Deslizamentos de Barreiras
8044396720;Não há Ocorrência para essa Solicitação
8044396518;Arvores em Risco
8044394218;Não há Ocorrência para essa Solicitação
8044393820;Imoveis com Danos/Risco
8044392316;Não há Ocorrência para essa Solicitação
8044391520;Não há Ocorrência para essa Solicitação
8044389918;Não há Ocorrência para essa Solicitação
8044387820;Não há Ocorrência para essa Solicitação
8044386018;Deslizamentos de Barreiras
8044382418;Tombamento de Arvores
8044381020;Não há Ocorrência para essa Solicitação
8044379520;Não há Ocorrência para essa Solicitação
8044379318;Deslizamentos de Barreiras
8044378519;Não há Ocorrência para essa Solicitação
8044374320;Imoveis com Danos/Risco
8044368118;Deslizamentos de Barreiras
8044366216;Invasao de Terreno de Auxilio Moradia
8044363018;Imoveis com Danos/Risco
8044363018;Deslizamentos de Barreiras
8044360220;Não há Ocorrência para essa Solicitação
8044359218;Deslizamentos de Barreiras
8044359218;Não há Ocorrência para essa Solicitação
8044357316;Não há Ocorrência para essa Solicitação
8044357120;Não há Ocorrência para essa Solicitação
8044353418;Não há Ocorrência para essa Solicitação
8044351320;Imoveis com Danos/Risco
8044346818;Não há Ocorrência para essa Solicitação
8044343020;Imoveis com Danos/Risco
8044338720;Não há Ocorrência para essa Solicitação
8044333520;Não há Ocorrência para essa Solicitação
8044332718;Deslizamentos de Barreiras
8044332718;Arvores em Risco
8044332718;Não há Ocorrência para essa Solicitação
8044331220;Não há Ocorrência para essa Solicitação
8044330418;Não há Ocorrência para essa Solicitação
8044329820;Não há Ocorrência para essa Solicitação
8044327520;Não há Ocorrência para essa Solicitação
8044323020;Não há Ocorrência para essa Solicitação
8044322118;Não há Ocorrência para essa Solicitação
8044320020;Não há Ocorrência para essa Solicitação
8044318418;Deslizamentos de Barreiras
8044318418;Muro com Danos
8044315720;Imoveis com Danos/Risco
8044314918;Não há Ocorrência para essa Solicitação
8044312820;Não há Ocorrência para essa Solicitação
8044311117;Deslizamentos de Barreiras
8044311117;Não há Ocorrência para essa Solicitação
8044311018;Não há Ocorrência para essa Solicitação
8044310520;Imoveis com Danos/Risco
8044307218;Imoveis com Danos/Risco
8044306820;Imoveis com Danos/Risco
8044304520;Não há Ocorrência para essa Solicitação
8044300020;Muro com Danos
8044299018;Muro com Danos
8044298520;Não há Ocorrência para essa Solicitação
8044297718;Deslizamentos de Barreiras
8044296220;Arvores em Risco
8044293118;Deslizamentos de Barreiras
8044293118;Não há Ocorrência para essa Solicitação
8044290218;Deslizamentos de Barreiras
8044290218;Alagamentos
8044289816;Deslizamentos de Barreiras
8044282117;Não há Ocorrência para essa Solicitação
8044279020;Não há Ocorrência para essa Solicitação
8044274917;Não há Ocorrência para essa Solicitação
8044272620;Não há Ocorrência para essa Solicitação
8044270320;Não há Ocorrência para essa Solicitação
8044270317;Deslizamentos de Barreiras
8044266620;Não há Ocorrência para essa Solicitação
8044266418;Não há Ocorrência para essa Solicitação
8044264320;Imoveis com Danos/Risco
8044264317;Não há Ocorrência para essa Solicitação
8044262020;Não há Ocorrência para essa Solicitação
8044259020;Não há Ocorrência para essa Solicitação
8044259017;Não há Ocorrência para essa Solicitação
8044257720;Não há Ocorrência para essa Solicitação
8044255420;Não há Ocorrência para essa Solicitação
8044253120;Não há Ocorrência para essa Solicitação
8044251920;Não há Ocorrência para essa Solicitação
8044251718;Não há Ocorrência para essa Solicitação
8044248820;Não há Ocorrência para essa Solicitação
8044244220;Não há Ocorrência para essa Solicitação
8044244018;Deslizamentos de Barreiras
8044244018;Não há Ocorrência para essa Solicitação
8044241320;Não há Ocorrência para essa Solicitação
8044241118;Não há Ocorrência para essa Solicitação
8044239920;Muro com Danos
8044239920;Tombamento de Arvores
8044238217;Não há Ocorrência para essa Solicitação
8044236818;Não há Ocorrência para essa Solicitação
8044236818;Deslizamentos de Barreiras
8044236017;Não há Ocorrência para essa Solicitação
8044234916;Não há Ocorrência para essa Solicitação
8044220418;Deslizamentos de Barreiras
8044216920;Imoveis com Danos/Risco
8044214620;Não há Ocorrência para essa Solicitação
8044212320;Não há Ocorrência para essa Solicitação
8044209018;Arvores em Risco
8044208620;Não há Ocorrência para essa Solicitação
8044206320;Não há Ocorrência para essa Solicitação
8044205717;Não há Ocorrência para essa Solicitação
8044199720;Não há Ocorrência para essa Solicitação
8044199518;Não há Ocorrência para essa Solicitação
8044196820;Não há Ocorrência para essa Solicitação
8044193920;Não há Ocorrência para essa Solicitação
8044191620;Não há Ocorrência para essa Solicitação
8044189316;Não há Ocorrência para essa Solicitação
8044188520;Não há Ocorrência para essa Solicitação
8044186220;Muro com Danos
8044186018;Deslizamentos de Barreiras
8044186018;Não há Ocorrência para essa Solicitação
8044182720;Muro com Danos
8044181017;Não há Ocorrência para essa Solicitação
8044180420;Não há Ocorrência para essa Solicitação
8044178020;Não há Ocorrência para essa Solicitação
8044176720;Arvores em Risco
8044174420;Não há Ocorrência para essa Solicitação
8044173618;Não há Ocorrência para essa Solicitação
8044171520;Não há Ocorrência para essa Solicitação
8044170917;Muro com Danos
8044169918;Deslizamentos de Barreiras
8044169918;Imoveis com Danos/Risco
8044169020;Não há Ocorrência para essa Solicitação
8044167820;Não há Ocorrência para essa Solicitação
8044166819;Arvores em Risco
8044166018;Não há Ocorrência para essa Solicitação
8044164920;Não há Ocorrência para essa Solicitação
8044161020;Arvores em Risco
8044160118;Não há Ocorrência para essa Solicitação
8044159520;Imoveis com Danos/Risco
8044156418;Não há Ocorrência para essa Solicitação
8044156219;Não há Ocorrência para essa Solicitação
8044154516;Não há Ocorrência para essa Solicitação
8044154320;Arvores em Risco
8044153518;Não há Ocorrência para essa Solicitação
8044147518;Não há Ocorrência para essa Solicitação
8044146020;Não há Ocorrência para essa Solicitação
8044144618;Não há Ocorrência para essa Solicitação
8044143120;Não há Ocorrência para essa Solicitação
8044141920;Não há Ocorrência para essa Solicitação
8044140919;Não há Ocorrência para essa Solicitação
8044140217;Não há Ocorrência para essa Solicitação
8044139420;Não há Ocorrência para essa Solicitação
8044135920;Não há Ocorrência para essa Solicitação
8044133418;Não há Ocorrência para essa Solicitação
8044131118;Alagamentos
8044130720;Não há Ocorrência para essa Solicitação
8044129718;Imoveis com Danos/Risco
8044128220;Não há Ocorrência para essa Solicitação
8044125320;Não há Ocorrência para essa Solicitação
8044123017;Não há Ocorrência para essa Solicitação
8044121820;Não há Ocorrência para essa Solicitação
8044118720;Não há Ocorrência para essa Solicitação
8044108120;Não há Ocorrência para essa Solicitação
8044106718;Não há Ocorrência para essa Solicitação
8044103818;Deslizamentos de Barreiras
8044103818;Imoveis com Danos/Risco
8044097818;Não há Ocorrência para essa Solicitação
8044094918;Não há Ocorrência para essa Solicitação
8044093420;Imoveis com Danos/Risco
8044091120;Não há Ocorrência para essa Solicitação
8044086817;Não há Ocorrência para essa Solicitação
8044084716;Muro com Danos
8044084520;Não há Ocorrência para essa Solicitação
8044084318;Deslizamentos de Barreiras
8044082018;Imoveis com Danos/Risco
8044082018;Muro com Danos
8044081620;Deslizamentos de Barreiras
8044079120;Muro com Danos
8044079120;Não há Ocorrência para essa Solicitação
8044079018;Imoveis com Danos/Risco
8044079018;Deslizamentos de Barreiras
8044077920;Arvores em Risco
8044076018;Não há Ocorrência para essa Solicitação
8044075620;Muro com Danos
8044073320;Não há Ocorrência para essa Solicitação
8044071020;Imoveis com Danos/Risco
8044069418;Deslizamentos de Barreiras
8044068020;Deslizamentos de Barreiras
8044067118;Não há Ocorrência para essa Solicitação
8044064218;Imoveis com Danos/Risco
8044064218;Deslizamentos de Barreiras
8044059216;Imoveis com Danos/Risco
8044058218;Deslizamentos de Barreiras
8044056120;Não há Ocorrência para essa Solicitação
8044053919;Não há Ocorrência para essa Solicitação
